Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,avg_shipping_time,daily_order_volume,monthly_stock_variation,regional_sales_growth,market_competition_index,transportation_cost,fuel_price_index,ad_campaign_effectiveness
WH_106851,EID_56851,Rural,Mid,North,Zone 3,0,0,2,6143,Company Owned,48,0,1,1,128,37.0,,13,0,C,2,19,17056,9.38,346,0.15,1.01,2,134.7562548860275,119.83158702762876,0.83
WH_117718,EID_67718,Rural,Mid,West,Zone 4,7,0,4,4649,Rented,59,0,0,0,182,30.0,2000.0,23,1,B,5,26,28140,3.19,329,0.04,1.02,7,191.6065499160704,94.43092185252398,1.13
WH_120776,EID_70776,Rural,Mid,West,Zone 4,3,0,4,4475,Company Owned,37,0,0,1,143,26.0,2009.0,24,0,A,5,26,32144,4.3,350,-0.05,1.03,8,150.54800350548388,111.55750052151998,0.95
WH_123310,EID_73310,Rural,Mid,South,Zone 2,0,0,3,3374,Rented,16,1,1,1,79,37.0,,20,0,C,2,1,27130,1.5,148,0.07,1.05,7,83.16987606247012,113.81695544655472,0.96
WH_106997,EID_56997,Urban,Small,West,Zone 6,1,1,4,3903,Rented,61,0,0,0,177,20.0,,9,0,A,2,9,12150,9.2,157,0.14,1.14,6,186.34263370958496,95.53932367249436,0.99
WH_123999,EID_73999,Urban,Mid,North,Zone 4,3,0,4,4452,Rented,30,0,0,1,166,30.0,2012.0,13,1,A+,4,26,17083,6.72,97,-0.06,1.07,2,174.76201805531696,71.10382961173063,1.09
WH_100706,EID_50706,Rural,Mid,South,Zone 2,6,0,2,7424,Company Owned,59,0,0,1,179,28.0,,13,0,B+,3,22,15100,3.9,71,0.11,1.15,4,188.44820019217912,89.31626472315112,1.15
WH_103491,EID_53491,Rural,Large,South,Zone 5,8,0,2,4194,Rented,36,0,0,1,197,30.0,2020.0,6,1,A,1,10,8139,6.46,414,0.2,1.13,9,207.39829853552675,113.03755955709276,1.08
WH_115339,EID_65339,Rural,Large,North,Zone 6,5,0,4,5162,Company Owned,62,0,0,0,178,23.0,2020.0,5,0,A,2,28,6076,1.69,285,0.05,1.07,7,187.39541695088204,88.36539662315148,1.03
WH_104573,EID_54573,Rural,Mid,North,Zone 4,1,0,3,4821,Company Owned,51,1,0,1,108,36.0,,24,0,A,5,26,31106,7.82,461,0.15,1.14,6,113.70059006008572,88.09171148187059,0.93
WH_113247,EID_63247,Rural,Small,North,Zone 6,6,0,3,5063,Rented,25,0,0,0,187,28.0,2021.0,0,0,,0,13,8061,2.53,187,-0.09,1.06,3,196.87046612255585,83.88092035612684,1.17
WH_115823,EID_65823,Rural,Small,North,Zone 6,4,1,4,6298,Company Owned,66,0,0,0,158,28.0,2012.0,17,0,A,1,15,22066,6.17,65,0.11,1.11,3,166.33975212494025,84.0644984827625,1.11
WH_120754,EID_70754,Rural,Mid,North,Zone 4,5,0,3,4930,Rented,60,0,0,0,170,18.0,2000.0,24,0,B,2,26,28066,5.55,450,0.2,1.04,4,178.97315102050533,104.03817586023465,1.1
WH_107054,EID_57054,Rural,Large,West,Zone 5,5,3,4,4349,Company Owned,53,0,0,0,104,24.0,,14,0,A,6,14,18098,5.41,360,-0.04,1.07,1,109.48945709489738,74.00964466989929,1.2
WH_105580,EID_55580,Rural,Mid,North,Zone 4,0,0,3,6781,Company Owned,44,0,1,1,71,28.0,,0,0,,0,26,3147,1.36,251,-0.04,1.02,7,74.7476101320934,95.66451947362486,0.99
WH_103151,EID_53151,Rural,Mid,West,Zone 4,1,0,3,5391,Rented,36,0,0,1,196,23.0,,24,0,B,6,11,30059,3.24,381,0.16,1.1,2,206.34551529422967,113.95698475719664,1.25
WH_106617,EID_56617,Rural,Mid,West,Zone 3,7,1,2,5301,Company Owned,36,0,0,1,208,24.0,2004.0,26,0,C,3,19,34066,4.34,354,-0.06,1.04,4,218.97891418979475,75.28994963953801,1.24
WH_111991,EID_61991,Rural,Large,South,Zone 6,3,2,3,4365,Company Owned,34,0,0,0,226,27.0,,11,0,B,4,23,13114,2.4,182,0.12,1.08,5,237.92901253314236,118.4959712642338,1.06
WH_104022,EID_54022,Urban,Mid,South,Zone 2,2,0,2,5114,Company Owned,30,0,0,1,126,27.0,,19,0,B,3,12,22103,7.05,377,-0.18,1.08,1,132.65068840343335,110.2434676090024,0.89
WH_119248,EID_69248,Rural,Mid,North,Zone 4,6,0,4,4985,Company Owned,24,0,0,1,177,31.0,2023.0,0,0,,0,26,8122,9.58,100,-0.18,1.11,4,186.34263370958496,94.6718144605145,1.24
WH_102607,EID_52607,Rural,Mid,West,Zone 2,1,1,2,3750,Rented,44,0,0,0,177,28.0,,12,0,A+,6,12,17067,3.49,217,0.03,1.13,5,186.34263370958496,82.62877310583563,1.35
WH_111630,EID_61630,Rural,Small,South,Zone 1,8,0,4,4353,Company Owned,43,0,0,1,125,27.0,2009.0,19,0,C,6,3,25118,9.36,423,-0.11,1.03,8,131.59790516213627,86.2590585248237,1.22
WH_109118,EID_59118,Urban,Large,North,Zone 5,1,1,2,5375,Rented,22,0,0,1,241,37.0,,19,0,A,3,24,25070,9.44,72,0.1,1.14,5,253.72076115259873,82.8431486640443,1.21
WH_109182,EID_59182,Rural,Mid,West,Zone 3,8,0,5,4449,Company Owned,21,0,0,1,113,32.0,,18,0,C,5,19,22115,2.03,365,-0.18,1.13,5,118.96450626657118,108.6742339745631,1.03
WH_102429,EID_52429,Rural,Large,West,Zone 6,7,3,4,3800,Rented,69,1,0,1,173,27.0,,21,0,B+,4,28,25142,9.0,190,-0.1,1.08,5,182.1315007443966,85.59560140023764,1.12
WH_116630,EID_66630,Rural,Small,North,Zone 1,3,0,2,6250,Company Owned,15,0,0,1,260,40.0,2015.0,10,1,A,3,3,14101,2.31,437,-0.12,1.07,7,273.72364273724344,109.34859739476283,1.0
WH_103815,EID_53815,Rural,Mid,West,Zone 4,1,2,3,5445,Company Owned,41,0,0,1,128,41.0,,25,0,B,5,11,29062,6.2,209,0.19,1.04,4,134.7562548860275,104.9298863520003,1.0
WH_118699,EID_68699,Rural,Small,South,Zone 6,2,4,3,2871,Rented,51,0,0,1,230,34.0,,25,1,A+,6,9,32140,7.69,102,0.06,1.03,8,242.14014549833072,70.9272780483711,1.22
WH_122404,EID_72404,Rural,Small,West,Zone 1,1,1,4,4146,Company Owned,27,0,0,1,226,34.0,,24,0,B,5,31,29128,3.71,213,-0.2,1.03,4,237.92901253314236,99.48228050210624,1.08
WH_100835,EID_50835,Rural,Small,South,Zone 6,1,0,3,4224,Company Owned,42,0,0,1,127,28.0,,4,0,A,3,2,6066,4.77,142,-0.09,1.1,4,133.70347164473046,76.37769643670352,1.17
WH_113256,EID_63256,Rural,Mid,South,Zone 3,3,1,2,4825,Rented,21,0,0,1,80,23.0,2022.0,0,0,,0,19,8117,1.85,148,-0.06,1.14,4,84.22265930376722,87.67211892440635,1.3
WH_120457,EID_70457,Rural,Small,West,Zone 6,2,1,4,5298,Rented,22,0,0,1,90,33.0,,9,0,C,2,15,12104,5.89,385,-0.12,1.06,3,94.75049171673813,74.50462579007855,1.19
WH_108624,EID_58624,Rural,Large,North,Zone 6,8,1,3,4742,Company Owned,38,1,0,1,77,44.0,2001.0,23,0,A,4,29,29059,1.18,134,-0.1,1.1,2,81.06430957987594,93.22391248194356,1.31
WH_101173,EID_51173,Rural,Mid,North,Zone 4,3,3,4,3549,Company Owned,69,0,0,0,258,22.0,,20,0,A,2,26,25093,3.34,165,-0.13,1.15,1,271.6180762546492,93.059285039366,1.31
WH_118794,EID_68794,Rural,Mid,West,Zone 4,1,1,2,6695,Rented,21,0,0,0,115,19.0,,25,1,A+,3,26,33111,2.03,406,0.13,1.15,5,121.07007274916536,72.49633586279818,1.06
WH_108102,EID_58102,Rural,Large,North,Zone 5,0,0,4,4618,Company Owned,55,0,0,1,211,29.0,,25,0,B+,3,24,29149,4.5,274,0.01,1.02,2,222.137263913686,110.27713044942016,0.84
WH_116117,EID_66117,Rural,Large,North,Zone 6,4,0,2,4733,Company Owned,33,0,0,1,162,30.0,2016.0,21,0,A,4,28,30144,4.07,51,-0.16,1.12,9,170.5508850901286,113.71337138251197,1.08
WH_108098,EID_58098,Rural,Small,East,Zone 1,5,3,3,5217,Company Owned,24,0,0,1,233,40.0,,15,0,A,6,31,18145,4.97,282,0.14,1.04,3,245.298495222222,110.63048523540368,0.85
WH_104951,EID_54951,Rural,Mid,West,Zone 4,8,2,5,4446,Rented,52,0,0,0,256,24.0,2004.0,27,0,B,6,26,32134,1.46,270,0.1,1.14,1,269.51250977205507,103.61176978286372,1.02
WH_115194,EID_65194,Rural,Small,North,Zone 6,7,1,2,6725,Company Owned,37,0,0,0,69,28.0,,11,0,A,2,13,14081,3.24,60,0.0,1.04,7,72.64204364949921,84.58294312883956,0.99
WH_116634,EID_66634,Rural,Small,West,Zone 6,0,0,4,5767,Company Owned,22,0,0,1,104,36.0,,4,0,A,1,2,5134,4.56,133,0.1,1.15,1,109.48945709489738,109.61755576722447,1.37
WH_124737,EID_74737,Rural,Large,South,Zone 5,8,4,4,3759,Company Owned,15,0,0,1,132,40.0,2007.0,16,1,B,6,25,19071,5.69,104,-0.14,1.09,8,138.9673878512159,96.8059073385488,1.28
WH_118390,EID_68390,Rural,Mid,South,Zone 2,7,5,2,4537,Company Owned,29,0,0,1,225,20.0,,4,0,B,5,32,5056,2.49,174,0.2,1.13,2,236.87622929184528,89.51751678492327,1.21
WH_107795,EID_57795,Rural,Large,West,Zone 6,1,1,7,3672,Company Owned,18,0,0,1,119,26.0,,4,0,C,1,6,5089,1.01,334,-0.16,1.03,4,125.28120571435372,113.79659089104528,1.02
WH_123115,EID_73115,Rural,Large,West,Zone 6,2,0,3,6740,Rented,41,0,0,0,221,19.0,,25,1,A+,5,23,32062,1.68,188,-0.16,1.09,4,232.6650963266569,86.15692268751582,1.15
WH_103407,EID_53407,Rural,Small,West,Zone 6,6,1,3,4660,Company Owned,19,0,0,1,119,30.0,,12,0,C,5,15,15095,9.98,365,-0.02,1.06,5,125.28120571435372,97.20622964632258,1.01
WH_121022,EID_71022,Rural,Large,North,Zone 5,3,3,3,7025,Rented,66,0,0,1,174,30.0,2017.0,6,1,B+,6,25,7136,5.72,290,0.0,1.05,4,183.18428398569367,99.05987057305562,1.2
WH_115784,EID_65784,Rural,Small,South,Zone 1,0,3,2,6121,Rented,47,0,0,0,77,26.0,,4,0,B,3,30,4105,6.81,111,-0.04,1.13,8,81.06430957987594,88.33532448845644,1.14
WH_108963,EID_58963,Rural,Large,North,Zone 6,7,3,4,2450,Company Owned,38,1,0,1,267,27.0,2004.0,26,1,B+,4,23,31144,1.1,115,0.15,1.11,1,281.09312542632307,112.0213055137715,1.32
WH_101997,EID_51997,Rural,Small,North,Zone 6,5,1,4,4269,Company Owned,15,0,0,1,65,36.0,,6,0,B+,6,13,7111,1.62,185,0.18,1.13,2,68.43091068431086,119.0692245047022,1.32
WH_120136,EID_70136,Rural,Small,West,Zone 6,6,1,5,4359,Company Owned,60,0,0,1,75,28.0,,8,1,A+,6,9,11068,3.27,352,0.01,1.06,4,78.95874309728175,97.6468810724208,1.01
WH_121197,EID_71197,Rural,Mid,West,Zone 3,4,1,4,3900,Rented,30,0,0,1,259,29.0,,6,1,A+,6,19,8118,7.82,226,0.08,1.02,5,272.67085949594633,77.55422893451203,0.82
WH_105629,EID_55629,Urban,Small,South,Zone 6,7,1,2,5998,Rented,40,0,0,0,74,20.0,,26,0,A,6,2,33146,1.82,68,-0.11,1.14,9,77.90595985598466,77.51481630485728,1.15
WH_104002,EID_54002,Rural,Large,North,Zone 6,7,0,2,6484,Company Owned,46,0,0,1,173,28.0,2000.0,31,0,C,5,23,43118,7.84,150,0.19,1.08,9,182.1315007443966,70.46090978088245,1.04
WH_120293,EID_70293,Rural,Large,North,Zone 5,4,0,2,4400,Rented,68,0,0,0,96,18.0,2015.0,13,0,A,3,24,17096,9.2,490,0.05,1.14,5,101.06719116452064,106.1902970149154,1.28
WH_104753,EID_54753,Rural,Large,West,Zone 6,4,0,4,4368,Rented,52,0,0,0,123,20.0,2008.0,20,1,A,2,6,26115,5.58,202,-0.01,1.04,9,129.4923386795421,81.71621470028346,0.86
WH_123757,EID_73757,Rural,Mid,South,Zone 3,6,0,3,4173,Company Owned,62,0,0,1,244,43.0,2015.0,19,1,A,1,19,28079,1.39,391,0.16,1.02,7,256.87911087648996,98.79504402960968,0.83
WH_116956,EID_66956,Rural,Mid,West,Zone 4,7,2,3,4614,Rented,62,0,0,0,163,22.0,2014.0,10,1,B,2,11,11099,2.46,76,0.19,1.14,1,171.6036683314257,90.171970123958,0.92
WH_103681,EID_53681,Rural,Mid,West,Zone 4,4,0,4,4764,Rented,19,0,0,0,204,17.0,,21,0,C,5,26,26146,2.13,236,-0.06,1.11,6,214.7677812246064,86.82846856753993,0.93
WH_107448,EID_57448,Rural,Large,West,Zone 5,7,0,4,4468,Company Owned,48,0,0,1,267,27.0,2000.0,38,1,A+,6,10,53081,6.86,378,0.02,1.06,6,281.09312542632307,112.13013279828247,1.17
WH_118399,EID_68399,Rural,Mid,South,Zone 2,3,2,2,6482,Rented,37,0,0,1,127,33.0,2011.0,18,0,B,5,32,21118,1.09,367,-0.0,1.02,3,133.70347164473046,87.71519306587558,0.98
WH_113135,EID_63135,Rural,Small,West,Zone 6,8,1,2,4790,Rented,28,0,0,1,150,25.0,2015.0,8,0,A,3,2,11150,9.96,186,0.03,1.05,7,157.9174861945635,74.0367336353489,1.14
WH_103985,EID_53985,Rural,Large,South,Zone 5,5,1,2,8002,Company Owned,59,0,0,1,219,38.0,2018.0,5,1,B,1,10,6076,9.37,193,-0.15,1.02,1,230.55952984406272,98.78569054960386,1.22
WH_119984,EID_69984,Rural,Large,North,Zone 6,1,0,2,4964,Company Owned,69,0,0,0,178,24.0,,12,0,B+,1,28,15078,4.06,189,-0.05,1.04,7,187.39541695088204,112.90498005723416,1.18
WH_109205,EID_59205,Rural,Large,North,Zone 6,7,1,3,3381,Company Owned,37,0,0,1,88,29.0,2010.0,16,1,A,5,23,21111,1.68,238,0.12,1.02,5,92.64492523414393,115.2954602920513,1.21
WH_119146,EID_69146,Rural,Small,West,Zone 6,3,0,7,3762,Rented,46,0,0,1,85,24.0,2021.0,0,0,,0,9,7128,3.61,450,-0.07,1.13,3,89.48657551025266,82.9672339882211,1.31
WH_104277,EID_54277,Rural,Small,North,Zone 6,7,0,5,3953,Rented,66,0,0,1,157,41.0,2010.0,23,1,A+,4,9,32114,4.04,174,0.01,1.13,9,165.28696888364314,80.33439694374924,0.91
WH_103666,EID_53666,Rural,Large,South,Zone 6,2,3,2,4815,Rented,41,0,0,0,217,15.0,,24,0,B,2,29,28123,8.55,55,-0.14,1.05,6,228.45396336146857,88.75680923541901,1.19
WH_108412,EID_58412,Rural,Mid,North,Zone 2,2,0,4,4813,Company Owned,47,0,0,1,68,25.0,,0,0,,0,1,6145,4.15,88,-0.01,1.05,8,71.58926040820212,111.59050169233068,0.93
WH_124581,EID_74581,Rural,Mid,South,Zone 3,8,1,3,8137,Rented,42,0,0,1,76,22.0,,24,0,B+,4,19,28109,1.54,397,0.1,1.03,4,80.01152633857885,114.15688534410882,1.09
WH_106520,EID_56520,Rural,Large,North,Zone 5,8,0,4,5195,Rented,43,0,0,0,190,26.0,2020.0,7,0,C,3,25,9062,3.03,455,0.06,1.13,9,200.02881584644712,113.99993393555673,0.98
WH_122950,EID_72950,Rural,Small,South,Zone 1,6,1,2,5133,Rented,59,1,0,1,144,33.0,,16,0,B+,3,21,19075,4.48,333,0.07,1.02,2,151.60078674678098,71.8238872779604,1.18
WH_117607,EID_67607,Urban,Mid,North,Zone 3,3,0,3,5432,Rented,40,0,0,0,145,20.0,2005.0,29,1,A+,3,27,41094,5.28,228,-0.15,1.15,2,152.65356998807806,105.35348075474676,0.96
WH_115464,EID_65464,Rural,Mid,South,Zone 2,8,3,3,4547,Company Owned,33,0,0,1,63,,,4,0,B,3,1,4092,8.45,463,0.19,1.11,2,66.32534420171667,89.93926368920182,1.29
WH_111831,EID_61831,Rural,Mid,West,Zone 2,6,3,6,3238,Rented,23,0,0,1,209,33.0,2010.0,18,0,B,5,12,20077,8.21,474,-0.05,1.04,6,220.03169743109183,95.6910880609498,1.11
WH_116928,EID_66928,Rural,Small,West,Zone 6,4,3,4,4731,Rented,69,0,0,1,73,20.0,1999.0,24,1,A+,4,9,31057,1.57,189,0.02,1.08,1,76.85317661468758,83.83827614546966,1.06
WH_101204,EID_51204,Rural,Small,East,Zone 1,1,1,7,4147,Company Owned,35,0,0,0,222,23.0,,20,0,A+,6,31,26097,5.4,165,0.08,1.08,4,233.717879567954,88.22699584524747,1.25
WH_102883,EID_52883,Rural,Small,South,Zone 6,5,0,3,9431,Company Owned,41,1,0,1,92,37.0,2011.0,19,1,A+,4,2,24133,1.64,203,-0.18,1.13,1,96.8560581993323,100.69869852930005,0.91
WH_108613,EID_58613,Rural,Mid,West,Zone 4,4,0,1,4742,Company Owned,56,0,0,1,268,33.0,2017.0,5,0,B+,1,11,6088,1.95,428,0.13,1.14,9,282.1459086676202,70.22390428328642,1.11
WH_109257,EID_59257,Rural,Large,West,Zone 5,5,0,1,4252,Rented,46,1,0,1,247,29.0,2021.0,0,0,,0,14,6109,2.52,453,0.11,1.06,8,260.0374606003813,112.94018548219417,1.15
WH_107242,EID_57242,Urban,Large,South,Zone 5,4,0,2,4574,Company Owned,59,0,0,1,269,23.0,2015.0,9,0,B,3,10,11105,2.08,63,-0.05,1.06,8,283.1986919089172,70.34275679817735,0.9
WH_102637,EID_52637,Rural,Mid,West,Zone 4,0,3,4,5175,Company Owned,58,0,0,1,118,27.0,,5,0,C,4,11,6088,7.85,282,-0.06,1.01,5,124.22842247305664,114.1266874108895,0.82
WH_122834,EID_72834,Rural,Large,East,Zone 5,7,0,5,3607,Rented,35,0,0,0,209,20.0,2001.0,24,1,A,5,14,34151,1.84,327,-0.03,1.07,6,220.03169743109183,116.07419370316056,1.0
WH_123327,EID_73327,Rural,Large,West,Zone 6,1,0,5,3872,Rented,48,0,0,0,136,18.0,,12,0,B,3,29,15092,6.94,122,-0.0,1.07,1,143.17852081640424,108.18583083153318,1.28
WH_100877,EID_50877,Rural,Large,West,Zone 6,7,0,2,6213,Company Owned,55,0,0,1,93,29.0,1998.0,22,0,A,4,6,30095,6.93,368,0.08,1.14,6,97.90884144062936,99.03164406911834,1.04
WH_124686,EID_74686,Rural,Large,South,Zone 5,7,0,2,4513,Company Owned,42,1,0,1,233,28.0,,17,1,A,2,10,23122,5.07,182,-0.12,1.12,2,245.298495222222,79.75941103847858,1.19
WH_104379,EID_54379,Rural,Mid,East,Zone 4,5,0,6,4588,Company Owned,19,0,0,0,138,49.0,2022.0,5,0,C,2,26,7099,5.55,137,-0.01,1.03,6,145.28408729899843,90.05174592901285,1.08
WH_111957,EID_61957,Rural,Large,West,Zone 5,7,0,3,4595,Rented,64,0,0,0,71,33.0,2003.0,22,0,C,5,14,29121,9.59,86,-0.1,1.05,2,74.7476101320934,79.33736802507629,1.09
WH_103908,EID_53908,Rural,Large,West,Zone 5,3,1,3,4506,Rented,20,0,0,1,238,23.0,2005.0,27,0,C,5,14,35107,6.16,186,-0.09,1.02,6,250.56241142870743,119.37449163154758,1.04
WH_110763,EID_60763,Rural,Small,North,Zone 1,2,1,3,5585,Rented,59,0,0,1,108,21.0,,0,0,,0,31,3082,3.04,323,0.0,1.01,8,113.70059006008572,71.33412811726343,0.89
WH_107688,EID_57688,Rural,Mid,West,Zone 2,7,0,4,4654,Rented,17,0,0,0,143,19.0,2003.0,25,1,A+,4,12,32066,3.76,286,0.04,1.05,3,150.54800350548388,111.85667869515692,1.21
WH_123256,EID_73256,Rural,Mid,West,Zone 4,4,0,3,3750,Company Owned,65,0,0,1,88,29.0,2009.0,20,1,B,6,11,24147,3.27,323,-0.06,1.14,6,92.64492523414393,85.74663845499582,1.35
WH_108075,EID_58075,Rural,Mid,West,Zone 3,4,0,4,3722,Company Owned,60,0,0,1,158,30.0,2002.0,32,1,A+,6,19,45090,3.25,188,-0.02,1.03,2,166.33975212494025,105.63309980741336,0.94
WH_114635,EID_64635,Rural,Small,North,Zone 6,0,5,3,4786,Company Owned,34,0,0,0,206,34.0,,4,0,A+,5,9,5069,2.66,340,0.13,1.11,2,216.87334770720057,95.2075690186176,1.13
WH_113161,EID_63161,Rural,Large,West,Zone 6,2,3,4,4130,Rented,24,0,0,1,178,25.0,,20,0,C,6,6,25100,6.34,208,-0.11,1.07,1,187.39541695088204,85.99524822771455,1.16
WH_106479,EID_56479,Rural,Large,North,Zone 5,2,0,4,4919,Company Owned,38,0,0,1,145,16.0,,8,0,C,3,17,10132,2.14,51,-0.16,1.02,4,152.65356998807806,105.06843968727055,1.18
WH_104711,EID_54711,Rural,Mid,North,Zone 2,2,1,2,4747,Rented,56,0,0,1,163,22.0,,11,0,A+,2,12,14141,5.12,377,-0.04,1.04,3,171.6036683314257,84.24627949134499,1.19
WH_118220,EID_68220,Rural,Mid,South,Zone 3,7,0,2,2877,Rented,69,0,0,0,98,19.0,,13,1,C,6,27,17128,4.31,317,0.09,1.02,6,103.17275764711484,93.73205229329292,0.91
WH_112476,EID_62476,Rural,Large,South,Zone 5,4,0,2,3620,Rented,65,0,0,1,90,28.0,2001.0,25,0,B,3,25,29056,2.91,471,0.03,1.09,8,94.75049171673813,78.51329692261416,1.11
WH_100989,EID_50989,Rural,Large,South,Zone 6,4,1,2,6735,Rented,23,0,0,1,162,30.0,2013.0,11,0,A,2,29,14140,8.37,301,0.01,1.14,4,170.5508850901286,72.86149679534778,1.19
WH_102682,EID_52682,Rural,Large,North,Zone 5,3,0,4,5048,Company Owned,59,0,0,1,201,37.0,2014.0,10,1,A+,4,17,14055,1.13,84,0.0,1.1,7,211.60943150071512,73.54068651156085,1.23
WH_109702,EID_59702,Rural,Small,North,Zone 1,4,0,3,5110,Rented,65,0,0,1,241,25.0,1998.0,23,1,B,5,3,28109,7.44,478,0.14,1.02,5,253.72076115259873,101.30262169688687,1.17
WH_117392,EID_67392,Rural,Mid,West,Zone 4,1,0,4,7902,Rented,41,0,0,0,244,20.0,,23,0,C,4,26,31063,8.91,334,-0.08,1.13,2,256.87911087648996,99.3845436144184,1.29
WH_118815,EID_68815,Rural,Small,North,Zone 1,3,0,2,5251,Company Owned,28,0,0,0,101,35.0,2000.0,16,1,B+,5,30,19063,1.77,422,-0.13,1.1,7,106.3311073710061,111.86274695375434,0.99
WH_111196,EID_61196,Urban,Large,North,Zone 6,6,2,3,4528,Rented,53,0,0,0,68,22.0,2000.0,23,0,A,4,28,30129,8.52,395,0.09,1.07,9,71.58926040820212,75.6846695231065,1.21
WH_107787,EID_57787,Urban,Mid,South,Zone 4,1,0,4,3328,Company Owned,59,0,0,1,244,47.0,,25,0,B,2,26,31062,9.32,456,0.08,1.06,9,256.87911087648996,83.56506448141243,1.16
WH_116099,EID_66099,Rural,Mid,West,Zone 3,6,1,4,3608,Rented,47,0,0,0,65,23.0,2009.0,18,1,A,4,19,24090,8.67,57,-0.06,1.12,5,68.43091068431086,113.53730099568538,0.96
WH_103823,EID_53823,Rural,Large,North,Zone 6,1,3,2,4773,Company Owned,28,0,0,1,177,27.0,,26,0,B+,2,28,30056,3.95,392,0.09,1.14,8,186.34263370958496,85.27761995332152,1.2
WH_108446,EID_58446,Rural,Mid,South,Zone 2,7,2,2,7636,Company Owned,68,1,0,1,114,42.0,,27,0,A,4,1,34107,6.09,359,0.14,1.11,6,120.01728950786828,91.36645235596508,0.91
WH_119243,EID_69243,Rural,Large,North,Zone 6,5,2,3,5007,Rented,20,0,0,0,262,15.0,2001.0,20,0,A,6,28,26080,6.66,273,-0.14,1.08,2,275.8292092198376,96.13101596322186,0.95
WH_105159,EID_55159,Rural,Large,West,Zone 6,7,3,2,5662,Rented,34,0,0,0,203,20.0,,6,0,B+,2,6,7146,3.03,485,-0.04,1.11,4,213.7149979833093,103.95827484778658,1.18
WH_122745,EID_72745,Rural,Large,North,Zone 6,8,4,3,4686,Company Owned,70,1,1,1,74,35.0,2012.0,11,1,B+,5,28,13088,4.77,435,-0.11,1.02,4,77.90595985598466,70.51472263850074,1.21
WH_117143,EID_67143,Rural,Mid,North,Zone 2,0,0,3,4041,Company Owned,41,0,0,1,208,37.0,,22,0,C,5,22,29101,6.73,248,0.11,1.02,2,218.97891418979475,99.9184799779987,1.09
WH_100654,EID_50654,Rural,Large,North,Zone 5,1,0,3,6801,Company Owned,40,0,0,0,148,32.0,,26,0,B+,6,14,33144,4.88,340,0.14,1.15,4,155.81191971196932,87.85486460822486,1.05
WH_105812,EID_55812,Rural,Large,West,Zone 6,8,1,4,6376,Rented,67,0,0,1,155,35.0,2001.0,22,1,C,4,23,30064,8.39,481,0.02,1.13,8,163.18140240104896,80.52943309591488,1.08
WH_102892,EID_52892,Rural,Mid,North,Zone 3,6,0,2,6162,Company Owned,70,1,0,1,135,,2011.0,19,0,A,5,27,24142,7.94,67,0.12,1.07,6,142.12573757510717,88.15904226939544,0.89
WH_116179,EID_66179,Rural,Mid,North,Zone 4,4,0,4,3751,Rented,63,0,0,1,121,36.0,2000.0,26,0,C,2,26,34083,2.42,327,-0.19,1.05,2,127.3867721969479,77.98628923645727,1.23
WH_123368,EID_73368,Rural,Small,South,Zone 1,1,0,3,4549,Company Owned,49,0,0,0,70,42.0,,10,0,A+,3,21,14127,1.19,196,0.06,1.12,8,73.6948268907963,88.1693518686992,1.06
WH_105636,EID_55636,Rural,Large,West,Zone 6,5,0,4,4385,Rented,25,0,0,1,64,,,24,1,A+,3,23,31136,6.29,411,0.12,1.15,9,67.37812744301377,88.42368393224682,1.21
WH_109612,EID_59612,Rural,Small,West,Zone 6,3,5,5,5626,Rented,60,1,1,0,204,30.0,,18,0,C,4,8,23144,9.13,413,0.14,1.14,8,214.7677812246064,89.100006169573,1.11
WH_103044,EID_53044,Rural,Mid,North,Zone 2,6,0,1,3792,Company Owned,38,0,0,1,75,24.0,2006.0,28,1,A,2,12,39121,7.64,393,0.18,1.07,2,78.95874309728175,115.83467180056638,0.93
WH_122795,EID_72795,Rural,Large,North,Zone 5,1,1,3,4944,Company Owned,59,1,0,1,264,16.0,,14,1,A+,2,24,19092,9.15,345,0.1,1.12,6,277.9347757024318,71.83463166742638,0.92
WH_108445,EID_58445,Rural,Mid,South,Zone 4,8,0,2,2751,Rented,70,0,0,0,193,17.0,2012.0,12,0,C,2,26,16083,7.2,442,0.17,1.04,5,203.1871655703384,80.71015221067803,1.05
WH_121421,EID_71421,Rural,Large,South,Zone 6,7,2,3,5333,Company Owned,43,0,0,1,124,27.0,,4,0,A,1,29,5119,2.81,150,-0.18,1.12,4,130.54512192083916,109.00991094028213,1.32
WH_106159,EID_56159,Rural,Small,South,Zone 1,5,0,3,8231,Rented,56,0,0,1,238,32.0,1997.0,32,0,B,3,21,39056,8.52,213,0.03,1.09,2,250.56241142870743,95.13674307254334,1.26
WH_113515,EID_63515,Rural,Large,North,Zone 6,7,0,4,5177,Rented,69,0,0,1,261,22.0,2004.0,34,0,C,2,28,44102,5.95,125,-0.05,1.1,2,274.77642597854054,111.59220046200636,0.95
WH_112569,EID_62569,Rural,Mid,East,Zone 3,5,3,3,7289,Company Owned,61,0,0,0,132,20.0,,17,0,A,3,27,21124,2.17,224,-0.17,1.05,6,138.9673878512159,86.48715592107641,1.05
